id,age_group,occupation,income,preference,frequency,price_sensitivity,brand_preference,brand_loyalty,persona_description
882,25-34,Service/Blue,7649,Latte,High,High,Seesaw,0.37,你是一名25-34岁的Service/Blue，生活在上海。月收入约7649元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.37。
883,55-64,Freelance,91056,Tea,Medium,Low,Nowwa,0.78,你是一名55-64岁的Freelance，生活在上海。月收入约91056元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Low。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.78。
884,35-44,Service/Blue,6679,Latte,Medium,High,Luckin,0.48,你是一名35-44岁的Service/Blue，生活在上海。月收入约6679元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.48。
885,25-34,White Collar,14372,Americano,High,Medium,Yongbo,0.52,你是一名25-34岁的White Collar，生活在上海。月收入约14372元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.52。
886,25-34,Tech/Finance,21430,Latte,High,Medium,Luckin,0.59,你是一名25-34岁的Tech/Finance，生活在上海。月收入约21430元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.59。
887,45-54,Service/Blue,6576,Latte,Medium,High,Luckin,0.48,你是一名45-54岁的Service/Blue，生活在上海。月收入约6576元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.48。
888,35-44,Service/Blue,7844,Latte,Medium,High,Luckin,0.28,你是一名35-44岁的Service/Blue，生活在上海。月收入约7844元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.28。
889,35-44,White Collar,8667,Latte,High,Medium,Luckin,0.4,你是一名35-44岁的White Collar，生活在上海。月收入约8667元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.4。
890,25-34,White Collar,10277,Latte,High,Medium,Manner,0.48,你是一名25-34岁的White Collar，生活在上海。月收入约10277元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.48。
891,25-34,Tech/Finance,21779,Latte,High,Medium,Manner,0.37,你是一名25-34岁的Tech/Finance，生活在上海。月收入约21779元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.37。
892,45-54,Tech/Finance,25500,Latte,High,Low,Starbucks,0.53,你是一名45-54岁的Tech/Finance，生活在上海。月收入约25500元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对星巴克有一定偏好，品牌忠诚度约0.53。
893,18-24,Student,2519,Specialty,Medium,High,Yongbo,0.2,你是一名18-24岁的Student，生活在上海。月收入约2519元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.2。
894,25-34,White Collar,15531,Americano,High,Medium,Starbucks,0.34,你是一名25-34岁的White Collar，生活在上海。月收入约15531元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.34。
895,25-34,Freelance,8681,Latte,High,Medium,Luckin,0.66,你是一名25-34岁的Freelance，生活在上海。月收入约8681元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.66。
896,35-44,Tech/Finance,18624,Latte,High,Medium,Luckin,0.62,你是一名35-44岁的Tech/Finance，生活在上海。月收入约18624元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.62。
897,45-54,Service/Blue,9178,Latte,Medium,Medium,Starbucks,0.53,你是一名45-54岁的Service/Blue，生活在上海。月收入约9178元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.53。
898,25-34,White Collar,8651,Latte,High,Medium,Seesaw,0.66,你是一名25-34岁的White Collar，生活在上海。月收入约8651元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.66。
899,35-44,White Collar,14780,Latte,High,Medium,Tims,0.35,你是一名35-44岁的White Collar，生活在上海。月收入约14780元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.35。
900,35-44,Service/Blue,9330,Specialty,Medium,Medium,Starbucks,0.8,你是一名35-44岁的Service/Blue，生活在上海。月收入约9330元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.8。
901,25-34,Tech/Finance,24016,Latte,High,Medium,Luckin,0.23,你是一名25-34岁的Tech/Finance，生活在上海。月收入约24016元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.23。
902,35-44,White Collar,23480,Latte,High,Medium,MStand,0.73,你是一名35-44岁的White Collar，生活在上海。月收入约23480元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对M Stand有一定偏好，品牌忠诚度约0.73。
903,25-34,Tech/Finance,12828,Latte,High,Medium,Luckin,0.41,你是一名25-34岁的Tech/Finance，生活在上海。月收入约12828元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.41。
904,25-34,White Collar,5026,Latte,High,High,Manner,0.78,你是一名25-34岁的White Collar，生活在上海。月收入约5026元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.78。
905,45-54,Service/Blue,5614,Latte,Medium,High,Luckin,0.58,你是一名45-54岁的Service/Blue，生活在上海。月收入约5614元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.58。
906,65+,Retired,5242,Tea,Low,High,Starbucks,0.78,你是一名65+岁的Retired，生活在上海。月收入约5242元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.78。
907,25-34,White Collar,12763,Americano,High,Medium,Luckin,0.71,你是一名25-34岁的White Collar，生活在上海。月收入约12763元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.71。
908,18-24,White Collar,12081,Latte,High,Medium,Nowwa,0.33,你是一名18-24岁的White Collar，生活在上海。月收入约12081元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.33。
909,35-44,White Collar,10752,Americano,High,Medium,Luckin,0.75,你是一名35-44岁的White Collar，生活在上海。月收入约10752元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.75。
910,25-34,Tech/Finance,20682,Americano,High,Medium,Luckin,0.62,你是一名25-34岁的Tech/Finance，生活在上海。月收入约20682元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.62。
911,45-54,Service/Blue,5561,Latte,Medium,High,Nowwa,0.39,你是一名45-54岁的Service/Blue，生活在上海。月收入约5561元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.39。
912,35-44,Freelance,4633,Americano,Medium,High,Luckin,0.65,你是一名35-44岁的Freelance，生活在上海。月收入约4633元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.65。
913,25-34,Tech/Finance,21767,Americano,High,Medium,Nowwa,0.35,你是一名25-34岁的Tech/Finance，生活在上海。月收入约21767元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.35。
914,45-54,Freelance,3273,Latte,Medium,High,Starbucks,0.69,你是一名45-54岁的Freelance，生活在上海。月收入约3273元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.69。
915,55-64,Retired,4547,Tea,Low,High,Luckin,0.47,你是一名55-64岁的Retired，生活在上海。月收入约4547元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.47。
916,25-34,Freelance,6328,Latte,High,High,Yongbo,0.33,你是一名25-34岁的Freelance，生活在上海。月收入约6328元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.33。
917,25-34,Tech/Finance,30501,Americano,High,Low,BluebottleC,0.72,你是一名25-34岁的Tech/Finance，生活在上海。月收入约30501元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对蓝瓶咖啡有一定偏好，品牌忠诚度约0.72。
918,18-24,Student,2880,Specialty,Medium,High,Starbucks,0.36,你是一名18-24岁的Student，生活在上海。月收入约2880元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.36。
919,55-64,White Collar,12024,Americano,High,Medium,MStand,0.72,你是一名55-64岁的White Collar，生活在上海。月收入约12024元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对M Stand有一定偏好，品牌忠诚度约0.72。
920,45-54,Service/Blue,7792,Latte,Medium,High,Luckin,0.36,你是一名45-54岁的Service/Blue，生活在上海。月收入约7792元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.36。
921,55-64,Retired,5467,Americano,Low,High,Luckin,0.36,你是一名55-64岁的Retired，生活在上海。月收入约5467元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.36。
922,25-34,Freelance,18942,Americano,High,Medium,Starbucks,0.6,你是一名25-34岁的Freelance，生活在上海。月收入约18942元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.6。
923,25-34,White Collar,18814,Specialty,High,Medium,Manner,0.51,你是一名25-34岁的White Collar，生活在上海。月收入约18814元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.51。
924,18-24,White Collar,14453,Specialty,High,Medium,Manner,0.69,你是一名18-24岁的White Collar，生活在上海。月收入约14453元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.69。
925,65+,Retired,4604,Tea,Low,High,Seesaw,0.38,你是一名65+岁的Retired，生活在上海。月收入约4604元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.38。
